actual_RUL,rf_predicted_RUL,xgb_predicted_RUL,avg_sensor_value,sensor_11,sensor_9,sensor_4,sensor_7,op_set_1,op_set_2,op_set_3,sensor_health_index
100,158.09,148.17474,1518.0147,47.31,9065.63,1406.97,553.94,-0.0002,-0.0002,100.0,3506.636666666666
135,149.31,160.80554,1517.1337777777778,47.44,9054.98,1400.68,554.5,-0.0023,-0.0004,100.0,3501.0333333333333
77,111.03,109.87402,1519.215761111111,47.38,9070.93,1408.59,553.49,-0.0033,-0.0001,100.0,3508.9666666666667
21,28.61,24.168655,1524.0794166666665,47.78,9107.28,1424.19,552.29,0.0004,-0.0002,100.0,3526.4166666666674
135,159.05,159.6762,1518.3311555555556,47.23,9070.02,1395.95,554.08,-0.0035,-0.0002999999999999999,100.0,3504.4
186,174.38,188.48837,1517.5526833333333,47.19,9060.59,1401.73,554.35,0.0044,0.0005,100.0,3503.17
44,25.57,33.45102,1517.289211111111,48.08,9047.53,1415.83,551.98,-0.0002,0.0005,100.0,3503.8133333333335
140,143.66,144.6717,1516.8812055555557,47.4,9048.31,1400.58,553.52,-0.0016,-0.0002999999999999999,100.0,3498.763333333333
111,157.88,154.75774,1518.7540777777776,47.12,9074.64,1402.79,554.24,0.0025,0.0003,100.0,3508.183333333334
161,170.51,167.13121,1516.5299444444445,47.14,9054.08,1396.23,553.95,-0.0011,0.0004,100.0,3499.1499999999996
139,147.01,144.9765,1517.3159888888888,47.44,9052.31,1407.72,553.94,0.0002,0.0001,100.0,3502.49
28,32.47,28.872879,1524.2357444444444,47.78,9109.39,1422.17,553.34,0.0024,-0.0002999999999999999,100.0,3526.4466666666667
129,156.78,148.68077,1518.4569999999997,47.24,9070.22,1406.97,554.12,0.0008,0.0,100.0,3508.143333333333
108,148.94,150.50964,1517.4186388888888,47.38,9053.9,1404.17,553.71,-0.0012000000000000001,-0.0002999999999999999,100.0,3501.816666666666
25,28.88,27.108992,1523.1377833333331,47.92,9100.01,1414.34,552.37,0.001,0.0,100.0,3520.7566666666667
53,110.62,113.553246,1518.209127777778,47.47,9061.24,1403.74,552.95,-0.0039,0.0002,100.0,3504.1499999999996
113,170.31,168.13934,1516.769877777778,47.26,9048.29,1403.83,554.7,0.0029000000000000002,-0.0002999999999999999,100.0,3499.7933333333335
135,85.68,87.513596,1519.0540277777775,47.41,9070.58,1409.96,553.21,-0.0021,0.0,100.0,3509.316666666667
206,185.53,167.38176,1516.3787333333332,47.08,9056.32,1392.51,554.3,-0.0007,-0.0004,100.0,3498.6366666666668
87,67.84,62.522827,1520.2357055555553,47.62,9081.88,1406.01,553.69,-0.0019,-0.0002999999999999999,100.0,3511.8366666666666
189,139.41,148.7648,1518.1969333333334,47.46,9062.92,1403.69,553.43,-0.0011,-0.0005,100.0,3504.69
175,171.84,179.07372,1517.1590555555551,47.16,9056.13,1407.25,554.8,0.0026,-0.0004,100.0,3503.513333333333
84,114.65,127.22726,1518.2450333333336,47.49,9063.96,1409.02,553.48,0.0015,-0.0001,100.0,3506.8233333333333
137,173.64,169.7658,1516.676411111111,47.15,9056.95,1393.74,554.13,-0.0021,0.0004,100.0,3499.28
144,150.48,138.55342,1517.3563111111112,47.43,9063.8,1402.31,553.42,-0.0007,-0.0002999999999999999,100.0,3504.513333333333
360,160.12,169.83383,1517.7152999999998,47.26,9057.57,1401.54,554.22,-0.00030000000000000003,-0.0004,100.0,3502.1233333333334
72,125.88,123.57021,1518.8797333333332,47.37,9079.59,1394.88,554.33,-0.0019,-0.0002,100.0,3507.2800000000007
61,114.28,97.4574,1518.59715,47.62,9064.89,1408.67,552.64,-0.0016999999999999997,0.0002,100.0,3507.06
94,147.05,139.46448,1518.7468388888888,47.25,9067.15,1414.11,554.09,0.0043,-0.0001,100.0,3509.5033333333336
180,157.99,156.03111,1517.6704333333332,47.29,9060.83,1407.05,553.12,0.0009,-0.0004,100.0,3505.056666666667
155,148.63,145.04742,1518.670988888889,47.36,9064.85,1405.04,554.3,0.0012,0.0001,100.0,3505.75
40,40.2,45.65603,1524.2374555555555,47.6,9115.93,1407.61,553.92,0.0015,-0.0004,100.0,3523.7133333333336
84,136.83,141.34526,1518.001577777778,47.27,9063.35,1408.4,554.05,0.0002,-0.0002,100.0,3506.34
152,184.65,187.90747,1516.785827777778,47.02,9055.69,1396.26,553.72,-0.0016,0.0002,100.0,3499.656666666667
82,65.97,64.296646,1520.4913499999998,47.64,9086.64,1410.3,552.51,-0.0012000000000000001,0.0001,100.0,3514.859999999999
186,172.55,167.31322,1517.0758611111114,47.23,9054.95,1394.84,554.59,-0.0006,-0.0005,100.0,3499.0066666666667
21,17.89,20.69221,1525.6710111111108,47.82,9125.32,1421.22,552.62,-0.0031000000000000003,-0.0004,100.0,3531.453333333333
2,6.45,4.4995666,1536.688588888889,48.27,9219.81,1419.91,552.63,0.0008,-0.0005,100.0,3562.6633333333334
34,35.37,40.079243,1522.6127777777776,47.84,9109.24,1406.1,552.85,0.0022000000000000006,0.0001,100.0,3521.06
90,95.4,105.0186,1519.248572222222,47.47,9076.48,1397.22,553.67,0.0024,-0.0004,100.0,3507.056666666666
49,90.88,83.89681,1518.5441944444442,47.53,9068.55,1409.75,553.24,-0.0012000000000000001,0.0004,100.0,3508.61
122,142.07,144.77081,1516.260522222222,47.7,9044.87,1405.17,553.19,0.0009,0.0,100.0,3499.2466666666674
119,162.42,159.24597,1517.114083333333,47.47,9051.65,1405.66,553.34,0.0011,0.0003,100.0,3501.593333333333
174,126.86,138.0263,1518.3384055555555,47.27,9059.66,1406.54,553.79,-0.0016,0.0003,100.0,3504.4900000000002
276,150.87,174.13936,1517.0350055555557,47.42,9053.91,1402.33,554.02,-0.0022,0.0,100.0,3501.22
196,183.51,178.68713,1518.1548666666667,47.05,9064.85,1400.7,554.32,0.0026,-0.0005,100.0,3504.2000000000003
28,47.37,38.028614,1518.8284222222221,47.82,9064.11,1414.89,551.77,0.0051,0.0,100.0,3508.94
109,152.33,118.78986,1518.1851833333333,47.52,9066.04,1404.17,554.53,0.0016,0.0002,100.0,3505.9100000000003
60,131.37,143.66582,1518.0109833333331,47.48,9058.48,1411.8,553.04,0.0016,0.0001,100.0,3505.9199999999996
63,46.01,49.106144,1518.9063277777777,47.91,9056.9,1415.29,552.43,0.0014,0.0003,100.0,3506.6999999999994
12,14.13,15.925726,1528.0771388888888,47.9,9143.25,1420.22,551.99,-0.001,0.0004,100.0,3537.123333333333
158,172.08,167.57466,1517.1964666666668,47.34,9062.59,1395.15,555.46,0.0007,-0.0005,100.0,3501.693333333333
219,147.68,149.76566,1518.638783333333,47.08,9077.08,1392.21,555.06,-0.0013,0.0,100.0,3505.456666666667
27,20.56,22.811687,1520.4703833333333,47.99,9079.07,1416.92,552.09,0.0002,-0.0002999999999999999,100.0,3514.66
128,77.65,72.1687,1518.710011111111,47.72,9069.65,1407.38,553.34,-0.0006,0.0003,100.0,3508.2499999999995
105,141.86,133.35425,1516.294383333333,47.55,9043.27,1403.72,553.38,0.0036,0.0001,100.0,3498.18
108,129.11,129.67506,1517.73395,47.51,9059.28,1410.27,553.48,0.0017,0.0001,100.0,3505.686666666667
102,130.17,131.72862,1517.3023777777778,47.63,9055.96,1411.95,552.87,0.0011,0.0002,100.0,3505.18
140,76.69,80.6925,1518.8424222222225,47.71,9066.92,1415.7,553.28,0.0007,-0.0001,100.0,3510.11
109,145.95,150.81842,1517.79965,47.24,9062.9,1403.24,553.76,-0.001,0.0,100.0,3504.4599999999996
86,144.32,143.41747,1517.0876055555557,47.49,9057.19,1392.02,553.92,-0.0021,-0.0001,100.0,3498.9
27,31.27,32.370903,1520.3570888888892,47.92,9076.22,1412.12,552.42,-0.002,-0.0001,100.0,3512.0866666666666
153,156.39,157.42639,1516.5615944444444,47.49,9045.23,1409.69,553.95,-0.0008,-0.0004,100.0,3500.8033333333333
121,171.01,170.13316,1517.1769777777777,47.32,9052.57,1401.3,554.4,0.0021,-0.0002,100.0,3500.396666666666
119,75.79,74.0041,1517.3194833333337,47.6,9052.53,1413.26,553.0,0.004,-0.0001,100.0,3504.4633333333336
99,55.93,54.596546,1518.6687388888888,47.66,9057.27,1420.13,552.79,-9.999999999999999e-05,-0.0004,100.0,3508.353333333334
122,180.03,176.8963,1516.8809944444445,47.3,9053.34,1397.03,554.8,-0.0011,0.0001,100.0,3499.2233333333334
118,93.24,81.41974,1518.094588888889,47.63,9064.7,1405.82,552.79,-0.0008,-0.0004,100.0,3506.0499999999997
144,162.77,163.38556,1516.9550222222222,47.08,9060.54,1391.16,553.88,0.0003,0.0005,100.0,3499.5933333333337
13,5.32,6.955266,1516.8355055555558,48.17,9035.16,1427.35,551.53,0.0017,0.0003,100.0,3503.56
58,53.86,54.07988,1521.1617055555555,47.55,9082.98,1413.18,553.81,-0.0038,0.0002,100.0,3514.5699999999997
59,54.23,51.182842,1519.9929277777778,47.67,9076.71,1409.73,552.37,-0.005,-0.0001,100.0,3511.3699999999994
70,134.72,144.52939,1518.2020055555558,47.35,9063.58,1403.0,553.87,0.0005,-0.0001,100.0,3504.6433333333334
160,137.02,139.0904,1519.124616666667,47.21,9074.52,1401.07,554.26,9.999999999999999e-05,-0.0005,100.0,3507.6
78,141.4,122.37404,1518.7459333333334,47.27,9069.79,1408.12,554.27,0.0009,0.0002,100.0,3508.3933333333334
84,100.38,83.527695,1518.9015,47.6,9055.79,1417.07,553.42,-0.002,0.0001,100.0,3506.82
164,125.37,124.62029,1517.918411111111,47.45,9056.14,1408.9,553.18,0.0005999999999999998,-0.0002,100.0,3504.1633333333334
85,69.02,59.55849,1519.9572611111114,47.67,9070.99,1409.82,553.39,0.0013,-0.0001,100.0,3509.4933333333333
294,145.42,151.86995,1517.699472222222,47.33,9064.2,1402.67,554.38,-0.0037,-0.0004,100.0,3504.7333333333336
181,139.65,140.62808,1517.571061111111,47.47,9056.25,1404.43,554.01,-0.0008,-0.0002999999999999999,100.0,3502.7166666666667
40,42.67,40.06502,1522.4393499999996,47.5,9093.64,1418.15,552.23,0.0,-0.0002,100.0,3519.763333333333
293,169.52,139.47766,1518.5470277777777,47.33,9062.55,1408.78,554.04,0.0009,0.0004,100.0,3506.22
49,141.2,135.96646,1517.2989222222222,47.64,9045.86,1408.98,553.58,-0.0028,-0.0002999999999999999,100.0,3500.8266666666664
37,77.67,64.34471,1519.5441055555557,47.69,9066.09,1409.63,552.79,-0.0005,0.0004,100.0,3507.8033333333337
220,166.81,187.4526,1516.9125888888889,47.37,9060.26,1398.65,554.65,0.0023,-0.0004,100.0,3502.0933333333337
113,145.08,138.2869,1516.1336555555558,47.65,9034.65,1409.9,553.36,0.0016,-0.0005,100.0,3497.3999999999996
128,109.3,109.9994,1516.2914944444444,47.54,9040.94,1407.23,552.96,0.0012,-0.0001,100.0,3498.57
77,62.76,60.463875,1520.5187833333334,47.5,9083.55,1412.92,552.9,-0.0048,0.0004,100.0,3514.6566666666663
73,119.17,124.27507,1518.2728555555557,47.55,9059.43,1412.53,553.0,0.0035,0.0004,100.0,3506.5033333333336
33,45.18,42.799255,1521.293761111111,47.79,9086.48,1412.54,553.07,-0.0035,0.0003,100.0,3515.603333333334
33,39.84,33.617104,1520.9825333333335,47.8,9083.02,1420.52,553.36,0.0025,-0.0002999999999999999,100.0,3517.1133333333332
187,179.77,189.40335,1517.66795,47.19,9067.98,1397.58,554.6,-0.0026,0.0001,100.0,3504.25
176,178.09,173.4132,1516.5732500000001,47.37,9050.78,1398.68,555.04,0.0002,-0.0002999999999999999,100.0,3498.943333333334
175,162.96,169.73337,1518.6387777777777,47.33,9067.8,1397.98,554.02,0.0004,0.0005,100.0,3504.3699999999994
62,77.91,70.50644,1519.7731444444444,47.72,9068.89,1412.65,552.39,0.0036,0.0002,100.0,3509.7533333333326
217,161.65,170.29822,1517.5852055555558,47.16,9059.85,1400.02,553.54,-9.999999999999999e-05,-0.0002999999999999999,100.0,3502.3433333333337
26,23.44,20.737675,1518.9423833333333,48.03,9059.11,1419.37,552.31,9.999999999999999e-05,0.0,100.0,3508.8366666666666
188,177.72,169.60529,1517.0419722222223,47.13,9054.46,1400.97,554.43,-0.0034,-0.0004,100.0,3500.8533333333326
95,139.7,152.8055,1517.2191166666664,47.47,9055.75,1403.45,554.54,-0.0004,0.0002,100.0,3502.2233333333334
192,197.2,204.18982,1517.2130333333332,47.1,9057.71,1392.81,554.99,0.0023,-0.0001,100.0,3499.2066666666665
18,17.51,14.392741,1524.6265833333334,47.99,9115.11,1419.93,552.03,0.0034,0.0002,100.0,3527.6766666666667
105,150.82,141.89047,1518.1162944444447,47.37,9063.93,1397.87,553.86,0.0031,0.0002,100.0,3503.056666666667
152,129.21,140.3378,1515.632511111111,47.56,9042.74,1402.41,552.66,-0.0036,-0.0002999999999999999,100.0,3497.5699999999997
204,209.07,211.98842,1517.0633277777777,47.1,9057.55,1395.96,554.8,0.0002,-0.0005,100.0,3500.203333333333
102,129.72,136.04875,1517.26795,47.45,9053.88,1406.95,553.38,0.001,-0.0001,100.0,3502.76
17,15.97,14.344151,1525.727677777778,47.94,9122.98,1421.07,552.64,-0.0018,0.0002,100.0,3530.6633333333334
2,3.01,3.598022,1517.4417055555557,48.14,9035.58,1430.45,550.9,-0.0029,-0.0002,100.0,3504.7233333333334
17,35.53,29.470184,1519.184611111111,47.86,9068.3,1418.14,552.26,0.0005,-0.0002,100.0,3511.433333333333
59,66.62,62.829514,1519.1877277777776,47.62,9073.13,1410.0,552.9,-0.0028,-0.0002,100.0,3510.25
57,39.73,37.78076,1522.007461111111,47.78,9092.13,1416.22,553.1,-0.0005,0.0001,100.0,3518.7099999999996
38,43.45,41.522045,1520.7419333333335,47.56,9082.52,1419.92,552.62,-0.0035,0.0002,100.0,3516.6666666666665
292,129.08,131.41743,1517.4637277777776,47.46,9060.77,1398.62,553.66,0.0029000000000000002,-0.0004,100.0,3502.283333333333
32,24.68,24.111387,1520.8991888888893,47.98,9080.86,1416.6,551.9,0.0004,-0.0001,100.0,3515.146666666667
110,150.46,168.29099,1517.6509777777778,47.21,9060.72,1399.84,553.74,-0.0012000000000000001,0.0005,100.0,3502.5899999999997
102,175.53,173.79778,1517.6773055555557,47.26,9066.6,1398.93,554.83,0.0025,-0.0002999999999999999,100.0,3504.263333333334
20,9.29,5.861701,1517.0837833333333,48.04,9039.25,1427.14,552.04,0.0003,0.0004,100.0,3504.81
70,132.29,130.42087,1518.3268166666667,47.39,9065.02,1407.97,553.48,0.0008,0.0001,100.0,3506.793333333333
50,70.69,61.377434,1518.6616666666669,47.75,9065.79,1409.41,552.55,-9.999999999999999e-05,0.0002,100.0,3507.65
260,151.44,153.3622,1517.39725,47.47,9058.45,1404.34,553.52,0.0005999999999999998,-0.0004,100.0,3503.42
154,80.79,95.740326,1517.1398222222224,47.7,9043.64,1419.52,553.52,-0.0012000000000000001,-0.0001,100.0,3503.6200000000003
99,120.46,115.92659,1518.8047,47.23,9069.89,1407.41,553.95,-0.0011,0.0001,100.0,3508.1766666666663
117,123.35,114.83127,1518.5613777777776,47.42,9074.0,1393.73,553.71,9.999999999999999e-05,-0.0005,100.0,3505.0499999999997
26,50.18,57.18648,1518.164372222222,47.78,9059.55,1423.07,552.92,0.001,0.0005,100.0,3510.133333333333
127,168.75,154.31546,1516.8734555555554,47.24,9049.3,1402.78,553.16,0.0005,-0.0001,100.0,3499.773333333333
287,167.42,169.84816,1516.4538388888889,47.26,9050.21,1403.6,553.76,0.002,0.0003,100.0,3500.3566666666666
73,91.04,80.58754,1519.3558444444445,47.55,9067.72,1410.59,552.35,0.0,-0.0002999999999999999,100.0,3508.6199999999994
7,9.88,8.457667,1519.3452944444446,48.02,9055.48,1428.37,551.83,-0.0012000000000000001,0.0004,100.0,3510.623333333333
109,88.65,83.86988,1520.1483222222223,47.11,9082.33,1407.02,553.84,0.0022000000000000006,0.0004,100.0,3512.1533333333336
91,76.52,85.894745,1515.9838388888886,47.68,9039.12,1407.56,552.42,0.002,-0.0002999999999999999,100.0,3498.1200000000003
72,82.85,94.38348,1518.079172222222,47.68,9064.6,1408.29,553.12,0.0,0.0001,100.0,3506.8566666666666
39,40.37,42.219505,1521.7789111111113,47.68,9093.27,1412.59,553.92,-0.0014,-0.0002999999999999999,100.0,3517.846666666667
11,9.34,8.318584,1517.8328555555554,48.1,9045.15,1430.89,551.85,0.0031,0.0004,100.0,3508.0466666666666
107,163.8,162.73343,1517.448672222222,47.38,9059.17,1404.85,554.1,-9.999999999999999e-05,0.0002,100.0,3503.7999999999997
51,62.52,63.84598,1521.264016666667,47.55,9084.04,1409.32,553.67,-0.0008,-0.0002999999999999999,100.0,3513.6366666666668
272,153.47,157.6016,1517.7042666666666,47.16,9064.09,1403.66,554.32,0.0004,0.0001,100.0,3504.97
6,4.62,3.814104,1527.9334944444445,48.04,9143.35,1426.38,551.52,0.0012,-0.0002999999999999999,100.0,3539.2566666666667
166,186.74,168.99489,1516.8840666666665,47.24,9061.4,1388.79,554.42,-0.0022,0.0004,100.0,3499.143333333333
34,37.66,36.34557,1519.4731499999998,47.82,9066.76,1423.07,552.54,-0.0006,-0.0004,100.0,3512.5499999999997
212,157.1,160.42964,1517.8141777777778,47.2,9058.35,1401.47,553.74,-0.0019,0.0003,100.0,3502.34
52,55.33,49.04807,1520.1947222222223,47.81,9075.3,1413.89,552.98,-0.00030000000000000003,0.0001,100.0,3512.3333333333326
12,18.37,16.513115,1517.4808555555558,48.02,9046.24,1423.02,551.95,-0.0008,0.0004,100.0,3505.76
86,80.2,93.298386,1520.0040222222224,47.36,9085.19,1402.7,553.69,-0.0012000000000000001,-0.0001,100.0,3511.7500000000005
154,204.46,195.0458,1515.8496666666663,47.17,9055.08,1390.93,554.21,-0.0005,-0.0004,100.0,3497.726666666667
38,127.68,104.61566,1517.396638888889,47.82,9060.81,1402.97,553.45,0.0024,0.0003,100.0,3503.8666666666663
77,129.88,140.48833,1517.0473944444445,47.44,9054.33,1408.7,553.49,-0.0002,-0.0002999999999999999,100.0,3503.4900000000002
88,84.44,82.236885,1520.2444999999998,47.24,9090.1,1406.41,553.92,0.0012,0.0,100.0,3514.5833333333335
7,5.98,8.909038,1517.9362555555554,48.12,9045.5,1431.48,552.49,-9.999999999999999e-05,-0.0004,100.0,3508.366666666667
208,176.36,185.86024,1516.6350666666667,47.26,9060.16,1397.98,553.56,-0.0013,0.0002,100.0,3501.7999999999997
136,147.38,147.53505,1518.683738888889,47.37,9066.2,1405.67,554.89,0.0014,0.0004,100.0,3506.413333333334
92,144.7,145.72743,1517.3137000000002,47.39,9051.24,1402.97,553.96,0.0025,0.0002,100.0,3500.533333333333
91,103.36,103.036316,1517.6979000000001,47.53,9054.35,1409.69,552.63,-0.0009,-0.0002,100.0,3503.856666666667
151,143.68,149.76186,1518.1792833333334,47.27,9066.45,1398.23,554.28,-0.0011,0.0004,100.0,3503.9833333333336
168,184.4,174.29955,1517.6592944444444,47.27,9063.86,1396.9,554.42,-0.0032,0.0002,100.0,3502.6766666666667
164,180.88,183.19817,1516.4743944444444,47.23,9059.25,1393.19,554.03,0.0011,0.0,100.0,3499.89
201,122.12,104.04515,1516.8292944444447,47.64,9052.54,1406.78,552.04,-0.0002,0.0003,100.0,3502.32
184,197.77,192.74564,1517.5452833333336,47.15,9062.97,1395.4,554.68,-0.0043,0.0,100.0,3501.8399999999997
10,7.24,6.013246,1529.8897,47.98,9162.87,1427.81,551.47,0.002,0.0002,100.0,3546.22
196,176.81,164.77283,1517.751088888889,47.04,9068.06,1396.02,554.76,-0.0016999999999999997,-0.0002,100.0,3503.706666666667
86,142.59,151.91486,1516.9385055555556,47.48,9051.01,1405.57,554.06,0.0004,0.0002,100.0,3501.353333333333
57,102.54,100.23753,1518.1656388888887,47.56,9059.15,1414.31,553.52,-0.0004,-0.0004,100.0,3507.006666666666
155,146.17,141.36987,1516.1848222222222,47.43,9047.54,1405.36,553.0,-0.0011,-0.0002999999999999999,100.0,3500.1100000000006
41,100.71,99.038864,1518.0316444444445,47.68,9059.42,1414.2,553.02,0.0014,0.0003,100.0,3507.1000000000004
93,93.28,85.88925,1519.3037277777778,47.62,9062.38,1420.41,552.92,0.0051,0.0004,100.0,3510.1366666666668
168,190.05,173.23303,1517.570411111111,47.25,9058.35,1408.4,555.7,-0.0008,-0.0001,100.0,3504.6666666666665
8,16.96,15.19255,1524.5358166666667,47.89,9109.36,1427.82,552.02,-0.0021,-0.0002,100.0,3528.3566666666666
215,176.94,187.72594,1517.3983777777776,47.28,9064.97,1394.76,554.95,0.0022000000000000006,0.0003,100.0,3502.3366666666666
109,154.78,155.25449,1516.5855611111112,47.4,9051.34,1406.39,553.89,0.0017,0.0003,100.0,3501.7099999999996
91,81.2,104.999596,1518.6098055555558,47.58,9066.27,1407.39,552.69,-0.0006,-0.0002999999999999999,100.0,3507.08
80,150.98,149.55923,1516.6577277777776,47.54,9052.79,1397.59,553.7,0.0011,0.0005,100.0,3499.3066666666673
156,133.56,145.93332,1517.624727777778,47.36,9056.31,1409.26,553.39,-0.0021,0.0,100.0,3504.31
125,132.24,112.98618,1519.2903944444442,47.28,9074.79,1401.98,554.6,0.0027,0.0003,100.0,3508.016666666667
171,219.38,210.921,1515.9200333333333,47.11,9054.1,1394.22,554.77,0.0011,-0.0002999999999999999,100.0,3498.476666666667
